address,lat,lon
Kerkstraat 266-H,52.3626762,4.8933952
Eerste Atjehstraat 47-1,52.3626768,4.9338563
Kanaalstraat 27-3,52.3626844,4.8658975
Lepelstraat 1-H,52.3626905,4.9052572
Eerste Van Swindenstraat 215,52.3627215,4.9268089
Prinsengracht 1115-H,52.3627545,4.9011751
Eerste Helmersstraat 85-D,52.3627573,4.8727936
Nickeriestraat 39-H,52.3627738,4.8537258
Kerkstraat 363-D,52.3627853,4.8977685
Nieuwe Achtergracht 63-3,52.3628001,4.9080745
Overtoom 114-1,52.3628045,4.874822
Overtoom 114-3,52.3628048,4.8748217
Kanaalstraat 36-3,52.3628093,4.8655287
Kanaalstraat 11-2,52.3628218,4.8664536
Kerkstraat 367-H,52.3628239,4.8979353
Molukkenstraat 83-1,52.3628522,4.9397857
Eerste Van Swindenstraat 373-A,52.3628866,4.9276587
Lijnbaansgracht 250-3,52.3629189,4.8847016
Eerste Van Swindenstraat 373-G,52.3629315,4.9276435
Nachtwachtlaan 367,52.3629904,4.8439891
Molukkenstraat 77-2,52.363005,4.939799
Nachtwachtlaan 387,52.3630356,4.8439887
Postjeskade 91-H,52.3630474,4.8505809
Van Walbeeckstraat 107-H,52.3630484,4.8507413
Kanaalstraat 8-3,52.3630562,4.8665239
Nachtwachtlaan 348,52.3630715,4.8439882
Jacob van Lennepkade 153-3,52.3630848,4.8649971
Commelinstraat 2-F,52.363088,4.923969
Balistraat 35-2,52.3631602,4.9332935
Keizersgracht 720-3,52.3631739,4.8963997
Kerkstraat 174-2,52.3631825,4.8897191
Eerste Helmersstraat 65-3,52.3631982,4.8744504
Kerkstraat 413-1,52.3631984,4.8999812
Kerkstraat 199-H,52.3632311,4.8904236
Nieuwe Prinsengracht 5-C,52.3632415,4.9038271
Eerste Constantijn Huygensstraat 82-3,52.3632442,4.8746404
Balistraat 109-1,52.3632629,4.9366985
Sarphatistraat 476,52.3632647,4.9187729
Oeverpad 564,52.3632737,4.8088678
Nieuwe Prinsengracht 13-3,52.3632967,4.904135
Petrus Blokhof 12-1,52.3633278,4.8295239
Lootsstraat 32-2,52.3633475,4.861294
Javastraat 166-3,52.3633813,4.941953
Prinsengracht 526-3,52.3633844,4.8864282
Kerkstraat 167-1,52.3633963,4.8892323
Javastraat 16-1,52.3634173,4.9324099
Kerkstraat 165-B,52.363432,4.8891732
Lange Leidsedwarsstraat 136-1,52.3634423,4.8852238
Jacob van Lennepkade 282-C,52.3634489,4.863921
Jacob van Lennepkade 274-B,52.3634502,4.8641999
Eerste Helmersstraat 53-4,52.3634546,4.8755126
Wagenaarstraat 309,52.3634793,4.9275204
Jacob van Lennepstraat 320-A,52.363494,4.8619238
Postjeskade 35-2,52.3635075,4.8549352
Postjeskade 33-1,52.3635172,4.8550379
Jan Pieter Heijestraat 98-4,52.3635269,4.8632741
Eerste Helmersstraat 45-1,52.3635459,4.8758265
Jan Pieter Heijestraat 101-F,52.3635558,4.8636556
Nachtwachtlaan 432,52.3635633,4.8434243
John Motleyhof 15-2,52.3635705,4.8314292
Prinsengracht 514-A,52.3635809,4.8861178
Nachtwachtlaan 442,52.3635816,4.8434826
Wagenaarstraat 456,52.3635852,4.9293545
Javastraat 98-4,52.3636117,4.9364011
Lange Leidsedwarsstraat 126-3,52.3636474,4.8849129
Nachtwachtlaan 479,52.3636984,4.8434961
Postjesweg 323,52.363714,4.8371532
Celebesstraat 37-C,52.3637198,4.9316142
Plantage Muidergracht 141-3,52.3637341,4.9168736
Alexanderkade 12-4,52.3637427,4.9211898
Keizersgracht 647-C,52.3637443,4.8950863
Nieuwe Prinsengracht 86-4,52.3637567,4.90921
Plantage Muidergracht 145-O,52.3637622,4.9170049
Robert Fruinlaan 13-2,52.3637742,4.830825
Celebesstraat 36-1,52.3637829,4.9316574
Wagenaarstraat 433,52.3637996,4.9290146
Keizersgracht 637-E,52.3638144,4.8946304
Commelinstraat 310,52.3638294,4.927414
Nieuwe Prinsengracht 98-3,52.3638306,4.9096201
Keizersgracht 802-B,52.363845,4.8999155
Javastraat 69-3,52.3638563,4.9343285
Plantage Muidergracht 128,52.363862,4.9155359
Keizersgracht 691-C,52.3638706,4.8973018
Nicolaas Beetsplantsoen 10,52.3638775,4.8653107
Nieuwe Kerkstraat 48-D,52.3638827,4.9046865
Nieuwe Prinsengracht 79-H,52.3639032,4.9074314
Javastraat 99-F,52.3639086,4.9360759
Javaplein 5-1,52.363931,4.9398629
Kweekhoven 19,52.3639491,4.8040226
Meer en Vaart 142-B,52.3639793,4.8045716
Keizersgracht 707-2,52.3639902,4.8980199
Madurastraat 8-E,52.3640088,4.9319781
Keizersgracht 607-F,52.3640243,4.8931017
Nieuwe Spiegelstraat 26-A,52.3640249,4.8891078
Meer en Vaart 148-A,52.3640281,4.8044572
Meer en Vaart 138-A,52.3640299,4.8046263
Haringbuisdijk 697,52.3640478,4.9817466
Alexanderstraat 2-1,52.3640544,4.9205994
Jacob van Lennepstraat 217,52.3640563,4.865103
Lootsstraat 7-1,52.3640569,4.861183
Keizersgracht 699-C,52.3640615,4.8986215
Sarphatistraat 524,52.3640794,4.9201296
Borneostraat 100-2,52.3640857,4.938026
Barkasstraat 9,52.3640942,4.9880167
Zoë (Bouwnr. 03.09),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 05.05),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 01.03),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 09.04),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 02.09),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 11.01),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 08.06),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 01.05),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 05.07),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 06.07),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 04.01),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 10.02),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 07.01),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 00.03),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 07.03),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 01.02),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 02.07),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 05.01),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 07.05),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 03.01),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 04.03),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 03.02),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 10.05),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 03.05),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 02.01),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 05.06),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 04.04),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 09.01),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 06.03),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 08.03),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 02.03),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 08.02),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 10.03),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 08.01),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 02.08),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 02.06),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 07.04),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 02.14),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 00.01),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 04.06),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 09.06),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 10.04),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 02.11),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 02.13),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 02.04),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 11.02),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 02.15),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 06.05),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 08.05),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 02.12),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 07.07),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 06.01),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 02.02),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 05.03),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 11.03),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 03.04),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 01.01),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 06.02),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 09.03),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 04.05),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 00.02),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 02.05),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 03.10),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 06.04),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 07.02),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 04.02),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 06.06),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 07.06),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 01.04),52.36410434444444,4.940822055555556
Zoë (Bouwnr. 05.04),52.36410434444444,4.940822055555556
Borneostraat 92-E,52.3641115,4.9376882
Madurastraat 16-2,52.3641177,4.9323
Plantage Middenlaan 88-O,52.3641335,4.917897
Terrasappartement (Bouwnr. 51),52.36414288,4.848105275
Penthouse XL (Bouwnr. 62),52.36414288,4.848105275
Terrasappartement (Bouwnr. 25),52.36414288,4.848105275
Terrasappartement (Bouwnr. 47),52.36414288,4.848105275
Terrasappartement (Bouwnr. 22),52.36414288,4.848105275
Terras Loft (Bouwnr. 17),52.36414288,4.848105275
Terrasappartement (Bouwnr. 1),52.36414288,4.848105275
Terrasappartement (Bouwnr. 33),52.36414288,4.848105275
Terrasappartement (Bouwnr. 41),52.36414288,4.848105275
Terrasappartement (Bouwnr. 12),52.36414288,4.848105275
Terrasappartement (Bouwnr. 34),52.36414288,4.848105275
Terras Loft (Bouwnr. 16),52.36414288,4.848105275
Terras Loft (Bouwnr. 23),52.36414288,4.848105275
Terrasappartement (Bouwnr. 39),52.36414288,4.848105275
Terrasappartement (Bouwnr. 58),52.36414288,4.848105275
Terrasappartement (Bouwnr. 61),52.36414288,4.848105275
Penthouse (Bouwnr. 63),52.36414288,4.848105275
Terras Loft (Bouwnr. 10),52.36414288,4.848105275
Terrasappartement (Bouwnr. 43),52.36414288,4.848105275
Terrasappartement (Bouwnr. 57),52.36414288,4.848105275
Terrasappartement (Bouwnr. 44),52.36414288,4.848105275
Terras Loft (Bouwnr. 9),52.36414288,4.848105275
Terrasappartement (Bouwnr. 29),52.36414288,4.848105275
Terrasappartement (Bouwnr. 15),52.36414288,4.848105275
Terrasappartement (Bouwnr. 24),52.36414288,4.848105275
Terrasappartement (Bouwnr. 50),52.36414288,4.848105275
Terrasappartement (Bouwnr. 45),52.36414288,4.848105275
Terrasappartement (Bouwnr. 55),52.36414288,4.848105275
Terrasappartement (Bouwnr. 42),52.36414288,4.848105275
Terrasappartement (Bouwnr. 53),52.36414288,4.848105275
Terrasappartement (Bouwnr. 56),52.36414288,4.848105275
Terrasappartement (Bouwnr. 49),52.36414288,4.848105275
Penthouse XL (Bouwnr. 59),52.36414288,4.848105275
Terrasappartement (Bouwnr. 27),52.36414288,4.848105275
Terrasappartement (Bouwnr. 54),52.36414288,4.848105275
Terrasappartement (Bouwnr. 18),52.36414288,4.848105275
Terrasappartement (Bouwnr. 32),52.36414288,4.848105275
Terrasappartement (Bouwnr. 38),52.36414288,4.848105275
Terrasappartement (Bouwnr. 7),52.36414288,4.848105275
Terrasappartement (Bouwnr. 20),52.36414288,4.848105275
Terrasappartement (Bouwnr. 35),52.36414288,4.848105275
Terrasappartement (Bouwnr. 52),52.36414288,4.848105275
Molukkenstraat 61-4,52.3641553,4.9397438
Kazernestraat 10-E,52.3641652,4.921347
Kazernestraat 10-C,52.3642102,4.9214197
Madurastraat 5-D,52.364233,4.9317997
Commelinstraat 163,52.3642636,4.9281436
Tweede Kostverlorenkade 127-H,52.3642864,4.8602999
Postjesweg 310,52.3643055,4.8351444
Lange Leidsedwarsstraat 25-2,52.364319,4.8842009
Haringbuisdijk 505,52.364324,4.9807666
Tweede Helmersstraat 43-3,52.3643487,4.8765363
Tweede Helmersstraat 43-1,52.3643489,4.8765366
Oeverpad 253,52.3643614,4.8060839
Postjesweg 138-F,52.3643661,4.8382171
Madurastraat 61-1,52.3643949,4.9342351
Madurastraat 69-B,52.3643962,4.934529
Borgerstraat 137-C,52.3644025,4.8641153
Postjesweg 168,52.3644139,4.8355986
Madurastraat 79-D,52.364425,4.9349246
Boutenburg 345,52.3644261,4.8021709
Boutenburg 279,52.3644444,4.8021568
Commelinstraat 225,52.3644646,4.92892
Alberdingk Thijmstraat 28-2,52.3644711,4.8756982
Haringbuisdijk 873,52.3644873,4.9816337
Pieter Vlamingstraat 32-3,52.3645026,4.9249846
Boutenburg 5,52.3645073,4.8020687
Pieter Vlamingstraat 34-1,52.3645212,4.9250431
Molukkenstraat 47-3,52.3645417,4.9397397
Kerkstraat 93-1,52.3645463,4.8870025
Celebesstraat 24-D,52.3645468,4.9316355
Kinkerstraat 374-2,52.3645512,4.861133
Alberdingk Thijmstraat 24-H,52.3645605,4.8756235
Alberdingk Thijmstraat 24-3,52.3645606,4.8756237
Kerkstraat 88-1,52.3645628,4.8866352
Jan Pieter Heijestraat 62-A,52.3646024,4.862586
Madurastraat 119-1,52.3646086,4.9384319
Nieuwe Kerkstraat 117-1,52.3646131,4.9074681
Borneostraat 23-1,52.364622,4.9372132
Herengracht 528-D,52.3646346,4.8951939
Van Spilbergenstraat 7-3,52.3646359,4.8520143
Soembawastraat 24-C,52.3646383,4.9439075
Kinkerstraat 358-4,52.3646978,4.8616743
Tweede Helmersstraat 28-1,52.3647014,4.8770171
Kinkerstraat 356-3,52.3647069,4.8617332
Bankastraat 60-B,52.3647107,4.9345991
Bankastraat 62-A,52.3647113,4.9347017
Pieter Vlamingstraat 58-3,52.3647225,4.9259517
Hoofdweg 148-H,52.3647863,4.8534523
Djambistraat 27-3,52.3648504,4.9381656
Nieuwe Kerkstraat 147-3,52.3648709,4.9088892
Lange Leidsedwarsstraat 62-B,52.3648804,4.8831225
Djambistraat 25-1,52.3649042,4.93815
Bankastraat 57-B,52.3649156,4.9340683
Eerste Constantijn Huygensstraat 32-C,52.3649184,4.8731532
Niasstraat 26,52.3649472,4.9424073
Bankastraat 3-E,52.3649525,4.9319684
Keizersgracht 552-1V,52.3649532,4.8876142
Kerkstraat 66-B,52.3649555,4.8859848
Derkinderenstraat 69-3,52.3649677,4.8400592
Derde Helmersstraat 35-1,52.3649693,4.8766029
Van Spilbergenstraat 17-2,52.3650044,4.8519956
Keizersgracht 517-F,52.3650216,4.8888764
Keizersgracht 515-P,52.3650479,4.8887293
Korte Leidsedwarsstraat 33-E,52.3650481,4.8823277
Teylerplein 17,52.3650672,4.8286211
Mauritskade 107-A,52.3650807,4.9256245
Kerkstraat 58,52.3650984,4.8857776
Keizersgracht 515-G,52.3651109,4.8887432
Korte Leidsedwarsstraat 2-A,52.3651446,4.881857
Leidsegracht 115-H,52.3651478,4.8805802
Oeverpad 161,52.3651895,4.8073308
Oeverpad 202,52.365191,4.8076389
Delistraat 24-D,52.3652073,4.9328027
Kinkerstraat 294-3,52.3652077,4.863869
Delistraat 8,52.3652126,4.9318483
Korte Leidsedwarsstraat 21-B,52.3652172,4.8820179
Delistraat 34-D,52.3652176,4.9332142
Delistraat 38-E,52.3652183,4.9333758
Witte de Withstraat 1-V,52.3652256,4.8592311
Van Spilbergenstraat 27-H,52.3652831,4.8520067
Van Spilbergenstraat 27-2,52.3652831,4.8520069
Van Spilbergenstraat 29-3,52.3653369,4.8519912
Leidsekade 72-E,52.3653506,4.8798891
Leidsekade 71-2,52.3653519,4.8798284
Leidsekade 72-A,52.3653671,4.879931
Delistraat 15-4,52.3654136,4.9325365
Kinkerstraat 256-2,52.3654488,4.8649251
Menadostraat 13-D,52.3654871,4.9401996
Jacob van Lennepkade 63-2,52.3655253,4.8742327
Soendastraat 2-1,52.3655438,4.9385546
Piet Mondriaanstraat 183,52.3655516,4.8358118
Terrasappartement (Bouwnr. 11),52.3655516,4.8358118
Van Spilbergenstraat 44-H,52.3655722,4.8523123
Orteliuskade 9-3,52.3655911,4.850506
Orteliuskade 10-3,52.3656449,4.8504907
Borneostraat 16-C,52.3656467,4.9325339
Borneostraat 18-A,52.3656471,4.9326514
Keizersgracht 483-B,52.3656721,4.8875332
Bosboom Toussaintstraat 19-H,52.3656896,4.8769768
Willem Nakkenstraat 27-B,52.3657258,4.8388152
Kinkerstraat 175-D,52.3657477,4.867356
Nicolaas Beetsstraat 55-B,52.3657656,4.8654793
Nassaukade 57-AH,52.3657808,4.8783167
Flevoparkweg 38,52.3658195,4.9498132
Admiralengracht 34-H,52.3658326,4.858402
Kinkerstraat 212-1,52.3658327,4.8664182
President Allendelaan 361,52.3658397,4.8079386
Flevoparkweg 102,52.3658564,4.9524701
Admiralengracht 34-A,52.365896,4.8583863
Plantage Kerklaan 22-H,52.365902,4.9115596
Leidsekade 59-2,52.3659243,4.8792349
Jacob van Lennepkade 52-3,52.3659459,4.873743
Zeeburgerdijk 68-H,52.3659603,4.9347772
Raamstraat 33-K,52.3659607,4.8808255
Zeeburgerdijk 74-1,52.3659628,4.9352909
Bilderdijkstraat 209-1,52.3660246,4.8733019
Jacob van Lennepkade 44-3,52.3660279,4.8740356
Entrepotdok 210,52.3660294,4.9222965
Plantage Muidergracht 29-A,52.3660333,4.9097432
Leidsegracht 78-A,52.3660605,4.8819176
Kerkstraat 14-B,52.3660623,4.8842102
Kerkstraat 14-A,52.3660624,4.8842104
Hasebroekstraat 33-H,52.3660703,4.8658787
Leidsegracht 74-A,52.3660982,4.8820664
Schapensteeg 7-A,52.3661169,4.8950453
Zeeburgerdijk 27-H,52.3661207,4.9294601
Zeeburgerdijk 31-3,52.3661305,4.9296952
Van Brakelstraat 34-2,52.3661311,4.8586624
Raamstraat 25-H,52.366148,4.8811704
Kerkstraat 11-C,52.3661642,4.8844296
Nassaukade 360-H,52.3661859,4.8773813
Entrepotdok 166,52.3661892,4.9218103
Tretjakovlaan 110,52.3661976,4.8320132
Bellamystraat 121-3,52.3662037,4.8629052
Tretjakovlaan 90,52.3662065,4.8319837
Prinsengracht 422-2,52.3662338,4.882241
Bellamystraat 117-1,52.3662495,4.8631098
Hasebroekstraat 5-H,52.3663022,4.8669419
Marco Polostraat 46-2,52.366365,4.8567511
Bilderdijkstraat 203-1,52.3663828,4.8730188
Hudsonstraat 62-1,52.3663975,4.8539756
Bilderdijkstraat 196-4,52.3664222,4.8724001
Bilderdijkstraat 196-1,52.3664281,4.87242
Columbusplein 42-1,52.3665168,4.8545321
Orteliusstraat 68-2,52.3665191,4.8510378
Singel 522-C,52.3665778,4.8891819
Singel 484-D,52.3665778,4.8891819
Herengracht 455-C,52.3665778,4.8891819
Paardenstraat 52,52.3665791,4.8981235
Da Costastraat 110-B,52.3666186,4.8755853
Wijnand Nuijenstraat 91,52.3666278,4.8414193
Bilderdijkkade 75-D,52.3666728,4.8714885
Paardenstraat 7-2,52.3666788,4.8983426
Halvemaansteeg 8-C,52.366686,4.8957291
Bilderdijkkade 73-A,52.3666903,4.8713855
Bellamystraat 53-1,52.3667524,4.8650419
Jacob van Lennepkade 2-1,52.3667576,4.876553
Ten Katestraat 51-2,52.3667978,4.8671411
Ten Katestraat 47-1,52.3668692,4.8670814
Wijnand Nuijenstraat 84,52.3668708,4.841475
Baarsjesweg 177-H,52.3668723,4.861546
Ten Katestraat 22-3,52.366877,4.8667477
Kinkerstraat 83-3,52.3668787,4.8713982
Bilderdijkkade 70-3V,52.366883,4.8702811
Geschutswerf 33,52.3669025,4.9203639
Bellamystraat 29-D,52.3669088,4.8658623
Orteliuskade 30-2,52.3669542,4.8498873
Bilderdijkkade 66-1,52.3669549,4.8702372
Baarsjesweg 175-1,52.366998,4.8616474
Plantage Kerklaan 43-B,52.3670044,4.9120819
Da Costastraat 104-H,52.3670131,4.875302
Andries Copierstraat 98,52.3670299,4.837039
Kinkerstraat 110-4,52.3670847,4.8711313
Orteliusstraat 99-H,52.3671002,4.8503987
Wijnand Nuijenstraat 64,52.3671134,4.8414574
Da Costastraat 100-3,52.3671204,4.8752416
Kinkerstraat 102-2,52.3671398,4.8713655
Admiralengracht 71-H,52.3672206,4.8571659
Marco Polostraat 75-2,52.3672257,4.8562706
Bellamystraat 1-2,52.3672833,4.867253
Marco Polostraat 80-2,52.3672991,4.8566078
Da Costakade 174-1A,52.3673634,4.8732277
Prinsengracht 647-D,52.3673692,4.8829476
Vasco da Gamastraat 24-1,52.3674114,4.8556079
Hoofdweg 253-2,52.3674403,4.8520541
Hoofdweg 253-1,52.3674404,4.8520543
Hoofdweg 240-3,52.3674792,4.8526562
Chasséstraat 11-2,52.3675643,4.8616846
J.C. van Epenstraat 8,52.3675982,4.9447153
Kinkerstraat 58-C,52.3676141,4.8729751
Orteliuskade 43-2,52.3676359,4.8495707
Derkinderenstraat 122,52.36764,4.840658
Laagte Kadijk 117,52.3676495,4.9183299
Keizersgracht 444-F,52.3676524,4.8840162
Keizersgracht 444-A,52.3676526,4.8840602
Derkinderenstraat 126,52.3676579,4.8406578
Bilderdijkkade 52-B,52.367662,4.869769
Derkinderenstraat 138,52.3676939,4.8406574
Nieuwevaartweg 61,52.3677116,4.9537256
Nieuwevaartweg 47,52.3677121,4.9538625
Cruquiusweg 100-F,52.367726,4.9500879
Van Speijkstraat 59-1,52.3677295,4.86042
Van Speijkstraat 59-3,52.3677298,4.8604197
Jan Hanzenstraat 108-1A,52.3677468,4.8643255
Veelaan 36,52.3677506,4.9398244
Da Costastraat 101-H,52.3677587,4.8751329
Staalkade 4-A,52.3677641,4.8978021
Staalkade 4-B,52.3677643,4.8978021
Staalkade 4-C,52.3677645,4.8978022
Kloveniersburgwal 143-D,52.3677725,4.8961877
Kloveniersburgwal 143-E,52.3677876,4.8961996
Cornelis Vermuydenstraat 18,52.36779,4.9267077
Van Speijkstraat 61-3,52.3677922,4.8604043
Kloveniersburgwal 143-C,52.3678025,4.8961775
Cruquiusweg 104-E,52.3678036,4.9530751
Bilderdijkstraat 140-3,52.3678319,4.8714599
Cornelis Vermuydenstraat 54,52.3678489,4.926829
Dick Greinerstraat 43,52.3678511,4.9402638
Rookmelderstraat 45,52.3678583,4.9547798
Nieuwevaartweg 7,52.3678895,4.9537214
Nieuwevaartweg 9,52.3678895,4.9537216
Keizersgracht 391-D,52.3679007,4.8848594
Hoofdweg 271-H,52.3679067,4.8518572
Groenburgwal 69-3,52.3679342,4.8976683
Van Spilbergenstraat 121-3,52.3679564,4.8509173
Vluchtladderstraat 33,52.3679613,4.9543456
Singel 422-K,52.36801331428571,4.883967342857143
Cornelis Vermuydenstraat 112,52.3680184,4.9272325
Beulingstraat 4-T,52.3680539,4.8875502
Looiersgracht 120-B,52.3680647,4.8795184
Voetboogstraat 18-4,52.3680669,4.8907208
Eerste Passeerdersdwarsstraat 2-A,52.3680876,4.8806782
Lijnbaansgracht 204-A1,52.368099,4.8791511
Sprinklerstraat 67,52.3681078,4.9550876
Cabotstraat 23-3,52.3681117,4.8555112
Cabotstraat 18-1,52.3681255,4.8544981
Looiersgracht 118,52.3681278,4.8795766
Cabotstraat 21-1,52.3681304,4.8555992
Voetboogstraat 12-1,52.3681747,4.890647
Cabotstraat 13-2,52.3681857,4.8559365
Kinkerstraat 22-2A,52.3682078,4.8751561
Staalstraat 6-1,52.3682275,4.8968426
Sprinklerstraat 3,52.3682285,4.954805
Hoofdweg 285-3,52.3682566,4.8516917
Staalstraat 11-D,52.3682648,4.8980377
Baffinstraat 35-1,52.3683104,4.8536589
Keizersgracht 369-B,52.3683395,4.8849042
Singel 455-F,52.36835996,4.89062128
Voetboogstraat 2-E,52.3683629,4.8905125
Rookmelderstraat 96,52.3683749,4.9542171
Rapenburgerstraat 167-F,52.3683921,4.9064003
Da Costakade 134-3A,52.3684475,4.8724659
Looiersgracht 15-C,52.3684787,4.8818481
Orteliusstraat 148-H,52.3685373,4.8501182
Baffinstraat 16-1,52.3685625,4.8537587
Voetboogstraat 1-C,52.3685714,4.8906429
Baffinstraat 13-2,52.3685742,4.8543607
Plantagekade 61,52.3685812,4.9130635
Cruquiusweg 79-D4,52.3685814,4.9505607
Kwakersstraat 4-2,52.3685855,4.8690141
Keizersgracht 412-C,52.3685872,4.884035
Prinsengracht 545-3,52.3685916,4.8829488
J.C. van Epenstraat 84,52.3685959,4.94472
Elisabeth Wolffstraat 94-2,52.3685982,4.8678392
Cruquiusweg 79-B6,52.368621,4.9505304
Schimmelstraat 34-H,52.3686226,4.8650787
Voetboogstraat 1-E,52.3686239,4.8905832
Hildo Kropplein 101,52.3686309,4.942062
Cruquiusweg 79-C7,52.368641,4.9505446
Plantage Parklaan 30-3,52.3686537,4.9109781
Van Kinsbergenstraat 74,52.3686547,4.8582653
Schimmelstraat 9-C,52.3686997,4.8663992
Elisabeth Wolffstraat 73-2,52.3687073,4.8681173
Vasco da Gamastraat 55-2,52.368738,4.8548136
Jan Tooropstraat 523,52.3687442,4.8365037
Overhaalsgang 4,52.3687633,4.9181566
Orteliusstraat 152-H,52.3687973,4.8500122
Valkenburgerstraat 211,52.3688203,4.9054991
Nassaukade 318-3,52.3688464,4.8753392
Lorriestraat 68,52.3688521,4.9554435
Valkenburgerstraat 191,52.3688662,4.9057482
Looiersgracht 10-1,52.3688664,4.8820496
Balboastraat 19-1,52.3688769,4.8537108
Orteliusstraat 156-3,52.3688959,4.8499521
Oostenburgergracht 41-E,52.3689218,4.9218553
Da Costakade 111-H,52.3689361,4.8731219
Da Costastraat 61-H,52.3689411,4.8742964
Mortelstraat 147,52.368944,4.9515082
Hoogte Kadijk 108-P,52.3689517,4.91582
Hoogte Kadijk 108-E,52.3689696,4.9157904
Zeeburgerkade 628,52.3689997,4.9445544
Keizersgracht 351-A,52.3690135,4.8849552
Da Costastraat 57-2,52.3690304,4.8742217
Admiralengracht 126,52.3690475,4.857688
Chasséstraat 52-3,52.3690923,4.8616817
Bilderdijkkade 40-A1,52.3691234,4.8687289
Czaar Peterstraat 49-A,52.3691326,4.9275353
Lorriestraat 79,52.3691545,4.9552981
Anne Frankstraat 103,52.3691743,4.9107666
Zeeburgerkade 110,52.3691825,4.9405735
Zeeburgerkade 62,52.3691825,4.940646
Zeeburgerkade 50,52.3691825,4.9406607
Anne Frankstraat 115,52.3692013,4.9108103
Jodenbreestraat 16-B,52.3692176,4.9016036
Zeeburgerkade 586,52.3692219,4.9439351
Zeeburgerkade 698,52.3692317,4.9441412
Admiralengracht 127-D,52.3692404,4.8565991
Admiralengracht 127-C,52.3692405,4.8566138
Elandsgracht 61-C,52.3692995,4.8803414
Cruquiusstraat 2,52.3693035,4.9275629
Valkenburgerstraat 186-T,52.369315,4.9055963
Valkenburgerstraat 186-K,52.369315,4.9055965
Valkenburgerstraat 186-L,52.3693239,4.9055817
